epoch,train_loss,val_loss,train_exact_match_accuracy,train_macro_precision,train_macro_recall,train_macro_f1,train_micro_precision,train_micro_recall,train_micro_f1,train_samples_f1,train_hamming_loss,train_no_event_accuracy,val_exact_match_accuracy,val_macro_precision,val_macro_recall,val_macro_f1,val_micro_precision,val_micro_recall,val_micro_f1,val_samples_f1,val_hamming_loss,val_no_event_accuracy
73,0.261918576558431,0.48800252543555367,0.5570833333333334,0.872614663890548,0.7546666666666667,0.8085978425926607,0.8758898173939956,0.7546666666666667,0.8107720956882968,0.7465277777777777,0.11008333333333334,0.6466666666666666,0.3638888888888889,0.7714563230638765,0.6257777777777778,0.6595756354122562,0.7295336787564767,0.6257777777777778,0.6736842105263158,0.6125925925925926,0.18944444444444444,0.4
74,0.25007245620091756,0.47131536735428703,0.5925,0.879585942502759,0.7786666666666665,0.8250748202808438,0.8824418253248716,0.7786666666666666,0.8273126505170704,0.7654305555555555,0.10158333333333333,0.58,0.3527777777777778,0.7344976316202197,0.6577777777777778,0.674490956200106,0.7014218009478673,0.6577777777777778,0.6788990825688074,0.6306018518518518,0.19444444444444445,0.2
75,0.26343340158462525,0.5162906136777666,0.5445833333333333,0.8590188015260752,0.76,0.8055275684415099,0.8618082854550952,0.76,0.8077086580700014,0.7414305555555556,0.11308333333333333,0.4866666666666667,0.3194444444444444,0.7346504581743931,0.6151111111111112,0.6419151282824826,0.6947791164658634,0.6151111111111112,0.6525223950966526,0.6048148148148148,0.20472222222222222,0.15555555555555556
76,0.28107234835624695,0.5587114334106446,0.5283333333333333,0.8444547980164352,0.7434666666666667,0.7896104442091263,0.8487062404870624,0.7434666666666667,0.7926083866382374,0.7323611111111111,0.12158333333333333,0.5133333333333333,0.33055555555555555,0.7665860086082118,0.5911111111111111,0.6383885016006523,0.7074468085106383,0.5911111111111111,0.6440677966101694,0.5930555555555556,0.20416666666666666,0.3111111111111111
77,0.2684529181321462,0.5400039189391665,0.5483333333333333,0.8626671204873455,0.7522666666666668,0.8023047393117253,0.8666666666666667,0.7522666666666666,0.8054246966452534,0.7417916666666667,0.11358333333333333,0.58,0.3638888888888889,0.7691729105911349,0.6231111111111112,0.6473749379910851,0.7204522096608428,0.6231111111111111,0.6682554814108675,0.6092592592592593,0.19333333333333333,0.4
78,0.2499172858397166,0.5993076443672181,0.5866666666666667,0.8817206311975518,0.7733333333333332,0.8224738750726848,0.8849557522123894,0.7733333333333333,0.8253877899530383,0.7641111111111111,0.10225,0.66,0.3055555555555556,0.7729418445804401,0.608,0.6450434290603442,0.679920477137177,0.608,0.6419521351478179,0.5868981481481481,0.21194444444444444,0.26666666666666666
79,0.2538516491651535,0.4995522763994005,0.5770833333333333,0.8727008041514474,0.7738666666666667,0.8192756215242639,0.8751507840772015,0.7738666666666667,0.821398245117464,0.7578333333333334,0.10516666666666667,0.5866666666666667,0.3972222222222222,0.798622563740682,0.6346666666666667,0.6994537105101878,0.7777777777777778,0.6346666666666667,0.6989720998531571,0.6392592592592592,0.17083333333333334,0.4666666666666667
80,0.2356870251893997,0.47220675879054597,0.6116666666666667,0.8935329909239588,0.7853333333333332,0.8344422961038578,0.8962264150943396,0.7853333333333333,0.8371233655486071,0.7725833333333334,0.0955,0.6466666666666666,0.4013888888888889,0.7822529347435953,0.6488888888888888,0.7051138338525975,0.7749469214437368,0.6488888888888888,0.7063376874697629,0.6455092592592593,0.1686111111111111,0.37777777777777777
81,0.23843655089537302,0.6504405869377984,0.5920833333333333,0.8798061862611629,0.7858666666666667,0.829490973420766,0.8831285585855558,0.7858666666666667,0.831663609425709,0.7708472222222222,0.09941666666666667,0.6,0.2986111111111111,0.7393770532677132,0.6017777777777777,0.6107151063093903,0.6611328125,0.6017777777777777,0.6300604932526757,0.5821296296296297,0.22083333333333333,0.24444444444444444
82,0.25133637527624764,0.5248772846327887,0.5841666666666666,0.8685623655651815,0.7778666666666667,0.8201437573723778,0.8704864219635929,0.7778666666666667,0.8215744261371638,0.7576666666666667,0.10558333333333333,0.5466666666666666,0.32916666666666666,0.7673149697506039,0.6453333333333333,0.672185798818526,0.6954022988505747,0.6453333333333333,0.669432918395574,0.6233333333333333,0.19916666666666666,0.2
83,0.2380565901597341,0.5295608361562093,0.6070833333333333,0.8908525368546591,0.7909333333333334,0.8369771927739531,0.8939119951778179,0.7909333333333334,0.8392756083757782,0.7737222222222222,0.09466666666666666,0.6266666666666667,0.31666666666666665,0.7446698365092834,0.6435555555555555,0.6574069462543987,0.6741154562383612,0.6435555555555555,0.658481127785357,0.6132407407407408,0.2086111111111111,0.17777777777777778
84,0.240113920768102,0.6749955150816176,0.6020833333333333,0.8743356498971391,0.7941333333333334,0.8314442925725494,0.8763978811065333,0.7941333333333334,0.8332400671516508,0.7705555555555557,0.09933333333333333,0.6066666666666667,0.3,0.7722710948655453,0.6044444444444445,0.6377997861911391,0.6666666666666666,0.6044444444444445,0.634032634032634,0.5858333333333333,0.21805555555555556,0.13333333333333333
85,0.24790676732858022,0.509979354010688,0.5820833333333333,0.8671049417470262,0.7762666666666667,0.8183156715458022,0.8707747532156745,0.7762666666666667,0.8208092485549133,0.7585694444444444,0.10591666666666667,0.6066666666666667,0.3638888888888889,0.769749349846124,0.6257777777777778,0.6829403430143072,0.7505330490405118,0.6257777777777778,0.6825012118274357,0.6264351851851852,0.18194444444444444,0.37777777777777777
86,0.23629456023375192,0.4930827299753825,0.60625,0.881403947095668,0.7965333333333333,0.8361222753230209,0.883466430050281,0.7965333333333333,0.8377506661057356,0.7760555555555555,0.09641666666666666,0.5866666666666667,0.38055555555555554,0.8079686375075867,0.5946666666666667,0.6796360744871232,0.8031212484993998,0.5946666666666667,0.6833503575076609,0.6000462962962962,0.17222222222222222,0.6444444444444445
87,0.24387549658616384,0.5054744336340162,0.5845833333333333,0.870985485956236,0.7853333333333333,0.8249809031005733,0.8733689205219455,0.7853333333333333,0.8270148834597023,0.76225,0.10266666666666667,0.5933333333333334,0.3763888888888889,0.8242178465266733,0.5848888888888889,0.664682291253769,0.7985436893203883,0.5848888888888889,0.6752180605438687,0.5943981481481481,0.17583333333333334,0.6888888888888889
88,0.22791510184605918,0.6556266744931539,0.6104166666666667,0.8841131473651244,0.8002666666666667,0.8393971538257249,0.8868203309692672,0.8002666666666667,0.8413232408186151,0.7804027777777778,0.09433333333333334,0.6,0.2708333333333333,0.7504305801261215,0.6008888888888888,0.6146000979023696,0.6224677716390423,0.6008888888888889,0.6114880144730891,0.5614351851851852,0.2386111111111111,0.06666666666666667
89,0.2288791141907374,0.5427205231454637,0.6154166666666666,0.88384260953396,0.8,0.8391188346806138,0.8860011813349085,0.8,0.8408071748878924,0.7783749999999999,0.09466666666666666,0.5666666666666667,0.36666666666666664,0.7610670600933291,0.6328888888888888,0.6630149674961798,0.733264675592173,0.6328888888888888,0.6793893129770993,0.6165277777777778,0.18666666666666668,0.4888888888888889
90,0.227598135471344,0.8608497195773654,0.615,0.8818429632358559,0.7997333333333333,0.8380765436287959,0.8849218058424314,0.7997333333333333,0.8401736937946491,0.7755,0.09508333333333334,0.6466666666666666,0.25972222222222224,0.7724230832675596,0.6364444444444445,0.6488492105923312,0.6231505657093125,0.6364444444444445,0.6297273526824978,0.5880555555555556,0.2338888888888889,0.022222222222222223
91,0.22927873253822326,0.6626778523127238,0.6125,0.875342314047867,0.8117333333333333,0.8417462167360114,0.8777393310265282,0.8117333333333333,0.8434469382100305,0.7843472222222222,0.09416666666666666,0.5866666666666667,0.28194444444444444,0.7254511009432123,0.6471111111111111,0.6454033432045028,0.6419753086419753,0.6471111111111111,0.6445329791943337,0.6068055555555555,0.22305555555555556,0.1111111111111111
92,0.2228107726573944,0.5334841721587711,0.62,0.8930183288007727,0.8002666666666667,0.8433654264414869,0.8950193856248136,0.8002666666666667,0.8449950725045755,0.779875,0.09175,0.6466666666666666,0.32916666666666666,0.7627421150250844,0.6568888888888889,0.6787611299548358,0.6965127238454288,0.6568888888888889,0.67612076852699,0.62875,0.19666666666666666,0.26666666666666666
93,0.20874746441841124,0.568161463075214,0.6516666666666666,0.8976790044365679,0.8253333333333334,0.8595166421270066,0.8997093023255814,0.8253333333333334,0.8609179415855355,0.7987222222222222,0.08333333333333333,0.5733333333333334,0.3375,0.7654767305055182,0.5902222222222223,0.6433851672063473,0.7193932827735645,0.5902222222222222,0.6484375,0.5837962962962964,0.2,0.4222222222222222
94,0.22025877773761748,0.5587645047240787,0.6308333333333334,0.8890399846018017,0.8117333333333334,0.8476895605596477,0.8918839730442426,0.8117333333333333,0.8499232165293872,0.7876111111111112,0.08958333333333333,0.6666666666666666,0.3458333333333333,0.7623183483543781,0.6142222222222221,0.6639554559036194,0.7281348788198103,0.6142222222222222,0.6663452266152362,0.6092129629629629,0.1922222222222222,0.24444444444444444
95,0.2256172772248586,0.5181180291705662,0.6133333333333333,0.8805899252517564,0.8071999999999999,0.8412763021154668,0.8832798365917712,0.8072,0.8435279364637035,0.7800138888888889,0.09358333333333334,0.5866666666666667,0.37916666666666665,0.7988500958303444,0.6053333333333333,0.6819943711344617,0.7809633027522935,0.6053333333333333,0.6820230345518278,0.612962962962963,0.1763888888888889,0.5555555555555556
96,0.21582950671513876,0.5189600858423445,0.6229166666666667,0.8945990259825178,0.8061333333333334,0.8475258497884035,0.8967665381192524,0.8061333333333334,0.8490380564527454,0.7833333333333333,0.08958333333333333,0.6266666666666667,0.37916666666666665,0.7761748378871245,0.6035555555555556,0.6674288136247257,0.7655016910935738,0.6035555555555555,0.6749502982107356,0.5984259259259259,0.18166666666666667,0.6222222222222222
97,0.23354177037874857,0.6295252442359924,0.5891666666666666,0.8714579908396048,0.7922666666666667,0.8289611256824589,0.8748527679623086,0.7922666666666667,0.8315141337811363,0.7684166666666667,0.10033333333333333,0.6533333333333333,0.29583333333333334,0.7156997789698979,0.6746666666666667,0.6567010025385421,0.6200980392156863,0.6746666666666666,0.6462324393358876,0.6131018518518517,0.23083333333333333,0.044444444444444446
98,0.22155199726422628,0.5025483416186438,0.6120833333333333,0.8849255207299407,0.7994666666666668,0.8389777539159924,0.8885595732068761,0.7994666666666667,0.8416619876473891,0.7769444444444443,0.094,0.6866666666666666,0.375,0.7616376183697485,0.6613333333333334,0.6962134228521477,0.7395626242544732,0.6613333333333333,0.6982637259502581,0.6447222222222222,0.1786111111111111,0.24444444444444444
99,0.2177678632736206,0.46471548941400315,0.6325,0.8868375862401037,0.8125333333333332,0.8469207067673323,0.8896350364963503,0.8125333333333333,0.8493379790940766,0.7877638888888888,0.09008333333333333,0.6133333333333333,0.40555555555555556,0.75939284395988,0.6631111111111111,0.6996718812268667,0.7512588116817724,0.6631111111111111,0.704438149197356,0.6500925925925926,0.1738888888888889,0.3333333333333333
100,0.2124295779069265,0.553013559182485,0.6366666666666667,0.8886164312889855,0.8170666666666666,0.8504899777670738,0.8909566734515848,0.8170666666666667,0.8524134093754346,0.789375,0.08841666666666667,0.6533333333333333,0.36527777777777776,0.7859883154665355,0.607111111111111,0.6784237607370499,0.7708803611738149,0.6071111111111112,0.6792640477374441,0.6176851851851852,0.17916666666666667,0.4666666666666667
