epoch,learning_rate,train_loss,train_shift_loss,train_anomaly_loss,train_pointwise_macro_f1,train_pointwise_micro_f1,train_pointwise_macro_precision,train_pointwise_macro_recall,train_pointwise_hamming_loss,train_mean_shift_regime_accuracy,train_variance_shift_regime_accuracy,train_trend_shift_regime_accuracy,val_loss,val_shift_loss,val_anomaly_loss,val_pointwise_macro_f1,val_pointwise_micro_f1,val_pointwise_macro_precision,val_pointwise_macro_recall,val_pointwise_hamming_loss,val_mean_shift_regime_accuracy,val_variance_shift_regime_accuracy,val_trend_shift_regime_accuracy
23,0.001,0.43369313498338063,0.3509637689590454,0.08272936617334684,0.5475167677616156,0.5957921892361526,0.6270002234298874,0.6496832483036775,0.07137255208333333,0.8743635416666666,0.8940302083333334,0.8518653645833333,0.6422940353552501,0.3869503244757652,0.2553437103827794,0.5597662995724435,0.5865949615660054,0.686156393450587,0.6130940872066518,0.07110598958333333,0.8679635416666667,0.8907317708333333,0.854046875
24,0.001,0.4455340796709061,0.345856205423673,0.09967787529652318,0.5743761567139499,0.6259839119545466,0.6452878337450081,0.668217855257336,0.06699078125,0.8819255208333333,0.90070078125,0.8562072916666666,0.5225541214148204,0.35612630248069765,0.16642781607806684,0.5762593172845477,0.6196952971043562,0.676819309783256,0.6535483562992516,0.0676453125,0.87603515625,0.8906705729166666,0.8551979166666667
25,0.001,0.40615908861160277,0.3343699931104978,0.07178909538934629,0.5849076341333068,0.6371477774438871,0.6524277343803593,0.6789404555749406,0.065405625,0.88383046875,0.9020453125,0.8584372395833333,0.7638157735268275,0.3978429451584816,0.36597282712658247,0.5677655566180475,0.5775243497264998,0.7345175119565163,0.5955443524803608,0.06967239583333333,0.8688411458333334,0.89606640625,0.85013671875
26,0.001,0.43696636776129405,0.3358544456958771,0.10111192124585311,0.589553364199987,0.6435163157472067,0.6551985657124539,0.6800480301331197,0.06450421875,0.8855653645833333,0.9043604166666667,0.8579705729166667,0.5905528197685878,0.3952649474143982,0.19528787195061645,0.5662321843394096,0.5828513860248399,0.7295035321420199,0.607516222570513,0.0690109375,0.868984375,0.8951080729166667,0.85547265625
27,0.001,0.4064429068565369,0.3304908761382103,0.07595203061898549,0.5929051248064041,0.6472606884176659,0.6524519208105508,0.6871371124898379,0.06421598958333333,0.8842395833333333,0.9067940104166666,0.8580075520833333,0.5627143462498982,0.37067723174889883,0.19203711341445645,0.6175199549328276,0.6256916751909875,0.7406559542170378,0.6372055159623577,0.06470338541666666,0.8807421875,0.896515625,0.858609375
28,0.001,0.3928517136971156,0.3228219152490298,0.07002979766577483,0.5950637387609751,0.654712572211385,0.6527425032359594,0.6928302911551394,0.0631696875,0.8870880208333334,0.9098565104166667,0.8593278645833333,0.5634069154659908,0.36806539197762805,0.1953415189559261,0.6177546927362526,0.6235764509628368,0.7179096346116718,0.6377283328614711,0.06722552083333333,0.8743489583333334,0.891140625,0.8567291666666667
29,0.001,0.39536462604999545,0.32183557490507764,0.07352905066063006,0.610289835976506,0.670071266624759,0.6633355864553713,0.7024355914423877,0.06082244791666667,0.88920546875,0.91174296875,0.8615494791666667,0.4734060178200404,0.351473742723465,0.12193227832516035,0.5514628423495687,0.6185909798236398,0.5964448229589002,0.6833352345076247,0.0746796875,0.8507109375,0.8943059895833333,0.849296875
30,0.001,0.40991995215415955,0.3254308448235194,0.08448910703261693,0.5933388208115835,0.6554522524661429,0.6535300731038192,0.6915625223587052,0.06288640625,0.8883223958333333,0.90928515625,0.857796875,0.4780215919017792,0.33858654896418255,0.13943504287550848,0.6200933806765843,0.6699951978757662,0.6948612950420329,0.6912920072769271,0.060846354166666665,0.8886158854166667,0.899234375,0.86221484375
31,0.001,0.39377988626559574,0.31504723817110064,0.07873264896372954,0.6148561558477125,0.6866321360669481,0.6694700836560714,0.7139724103083595,0.05803953125,0.8965075520833333,0.9150518229166666,0.8644052083333333,0.4582760393619537,0.34917738238970436,0.1090986564134558,0.564493851391181,0.632741772494765,0.610467223516552,0.7011590207822641,0.07344322916666667,0.8556276041666667,0.8841875,0.8514908854166666
32,0.001,0.3732017688949903,0.3114657645424207,0.06173600541427732,0.6121333048918389,0.6796718763182139,0.6617039176312662,0.7145555154508794,0.059524322916666664,0.8935588541666667,0.9135143229166667,0.862615625,0.5154004553953807,0.345950755973657,0.1694496952307721,0.6224388075621828,0.6710262636490788,0.6988738638503078,0.6923213784243661,0.06057734375,0.8881901041666667,0.8982513020833334,0.8634947916666667
33,0.001,0.37012397130330404,0.3082477365930875,0.06187623374164104,0.625003736035446,0.6894519780570305,0.6779752895204701,0.7176914514102586,0.057400208333333334,0.8993171875,0.9156622395833334,0.8633140625,0.48213474253813426,0.33612254162629446,0.1460121989871065,0.6206043964497587,0.6701595313028506,0.6816191928721972,0.6994467808542048,0.061709114583333335,0.89232421875,0.8921848958333334,0.86251953125
34,0.001,0.36194493969281516,0.30369104196627933,0.05825389747818311,0.6343912116357664,0.7016748577899659,0.6797894648787717,0.7309274800306069,0.05574682291666667,0.9036450520833333,0.9157666666666666,0.8662286458333334,0.4885556469360987,0.3686682720979055,0.11988737067828575,0.5471536872247496,0.6247822764715395,0.5819512941843555,0.703845929801804,0.07915598958333334,0.8563606770833333,0.8634739583333333,0.8431966145833333
35,0.001,0.37567177404959995,0.30840386807918546,0.06726790670926372,0.6171506039799357,0.6883957950154397,0.6711662689970027,0.7158207527957483,0.057708125,0.90026640625,0.9157296875,0.8622153645833334,0.5017426937818528,0.33497958183288573,0.1667631095275283,0.6296587254670577,0.67483371783496,0.7060755870890832,0.6937222660390838,0.05964557291666667,0.8895403645833333,0.9035833333333333,0.8620989583333334
36,0.001,0.3509946922461192,0.29756982435782753,0.05342486785724759,0.6402901470438691,0.7110942831003312,0.6860245173198399,0.7353892368322504,0.05412734375,0.9047229166666667,0.9200520833333333,0.86723125,0.5518840750058492,0.3514607921242714,0.20042328154668212,0.6214979556988602,0.6541334482510953,0.7453423108550045,0.6603431144285924,0.06019375,0.8874466145833333,0.9065390625,0.8616861979166667
37,0.001,0.3440598874290784,0.29339518715937934,0.05066469974194964,0.6427243003516263,0.7163816710430005,0.6872284391585588,0.7398090957730894,0.053257864583333335,0.90621953125,0.9230106770833333,0.86672265625,0.5204265822966894,0.3332774187127749,0.18714916507403057,0.6361680677186887,0.683069523454585,0.7125157192404165,0.6897010194644311,0.05868619791666667,0.8949010416666666,0.9076484375,0.8624440104166666
38,0.001,0.35142302225033445,0.2943731618920962,0.057049859513839084,0.6437461817538996,0.7123787339521097,0.6866142704731326,0.7368778874253639,0.054046927083333335,0.9032838541666667,0.92158515625,0.8686088541666667,0.5147114396095276,0.3361812114715576,0.17853022854154307,0.6526770678714748,0.6860962153385651,0.7060591046828004,0.6996577502131753,0.0592078125,0.89533203125,0.8982721354166666,0.8629752604166666
39,0.001,0.3463758901755015,0.2930831011136373,0.05329278867691755,0.6457352509744191,0.7162425811829757,0.6894087507132104,0.7390345674685019,0.053328541666666666,0.9034861979166666,0.9246557291666667,0.8666705729166667,0.5435673023263613,0.3271123846371969,0.21645491616800427,0.6468937905762205,0.694252200759793,0.7439128546110004,0.6867576243030225,0.055498958333333334,0.90126953125,0.909296875,0.8625520833333333
40,0.001,0.33643374433120093,0.28751523822546005,0.04891850582634409,0.6575784788930145,0.7293874185533662,0.6901533836890458,0.755498444871906,0.05157130208333333,0.9103627604166666,0.9231619791666666,0.8686158854166667,0.4516119291385015,0.3238225837548574,0.1277893458803495,0.6254301843774592,0.6848318185512094,0.6484214197293316,0.7220889462141968,0.0626171875,0.88623046875,0.8973541666666667,0.8573190104166667
41,0.001,0.32648140649000806,0.28356554518143334,0.04291586122165124,0.6589075105589398,0.7280666355738878,0.6980257983694812,0.7501754967956528,0.05138197916666667,0.9086986979166667,0.9260697916666667,0.8679494791666666,0.4696830227971077,0.32012259513139724,0.14956043244649966,0.6338351446001362,0.710011320924365,0.6890472508227672,0.7322097859220792,0.055433072916666666,0.90005078125,0.9082552083333333,0.8671080729166667
42,0.0005,0.3352447816729546,0.2848711254199346,0.05037365684906642,0.6468225704873085,0.7255545940734833,0.6879810553386101,0.7479128677215261,0.051835104166666666,0.9116700520833333,0.9241182291666666,0.8672817708333334,0.48547117908795673,0.3198456381758054,0.1656255436440309,0.6335307317144829,0.7016209821434843,0.709619321358676,0.7141534957390593,0.05530338541666667,0.9033932291666666,0.9103098958333333,0.865703125
43,0.0005,0.3170687617858251,0.27531137357155483,0.04175738877306382,0.6704226163533992,0.7483880879970479,0.711074177528012,0.7642590275953849,0.047765572916666665,0.91657890625,0.9289419270833333,0.872790625,0.5398668125271797,0.32519349952538806,0.21467331402624648,0.6661860961890911,0.7026286731663057,0.7535863460034392,0.6976984441796606,0.0542828125,0.89898828125,0.9119375,0.8664986979166667
44,0.0005,0.3121050676703453,0.27096955249706905,0.04113551582520207,0.6807712939134973,0.7585347966202189,0.7148153988970289,0.771522354498643,0.0461975,0.91769921875,0.9336299479166666,0.8739408854166667,0.42177947362263996,0.30985601792732875,0.11192345594366392,0.6379369654615139,0.7230196584833036,0.6274371470470963,0.7797496891021407,0.05798020833333333,0.8935651041666667,0.9099153645833333,0.8564088541666667
45,0.0005,0.308774253030618,0.26817618211110433,0.040598072161277136,0.6753970345059231,0.7566340882832648,0.7093359135444519,0.7711098325353483,0.0465821875,0.91715859375,0.9333755208333333,0.8730325520833333,0.43258935610453286,0.31723933418591815,0.11535001825541258,0.6456832677073701,0.7149565622806766,0.6375942049501278,0.7694134795113517,0.05954609375,0.8956888020833333,0.8913229166666666,0.8630260416666666
46,0.0005,0.29741039137045544,0.2641690691312154,0.03324132353067398,0.6770025637414173,0.7603714428119188,0.7099513940120421,0.775973535526149,0.046024583333333334,0.9198015625,0.9320419270833333,0.8735432291666667,0.4769824023048083,0.31257536659638085,0.1644070351962,0.6563137639727754,0.7230747522257686,0.7048149139556608,0.7457055333739069,0.05366328125,0.8990299479166667,0.909953125,0.8686979166666666
47,0.00025,0.3063125092784564,0.2644600426157316,0.04185246738915642,0.6873715056445041,0.7668009646980699,0.7163782144091979,0.7835196037639868,0.044957239583333336,0.9201802083333334,0.9348065104166666,0.8750125,0.42484574516614276,0.3137196019291878,0.11112614351635178,0.6409013086046272,0.7158910665507977,0.6294711779702199,0.7725650207905509,0.0594265625,0.8902864583333333,0.8988541666666666,0.8643919270833333
48,0.00025,0.28527728418509163,0.2555292480190595,0.029748036886254946,0.6927018683125544,0.7741092451287549,0.722204359092049,0.7902401117987481,0.04358692708333333,0.92171796875,0.9380747395833333,0.8759283854166666,0.481190691391627,0.3126755575338999,0.16851513083092867,0.6725288036055427,0.7238598055331124,0.7414218983783591,0.7252719845702436,0.051622395833333334,0.9026796875,0.9180130208333334,0.8689036458333333
49,0.00025,0.2845270205537478,0.25205437431732813,0.032472645997380215,0.7065428204540629,0.7834282047365719,0.7366728047475734,0.791800403792015,0.0417996875,0.9242802083333334,0.9399380208333333,0.8787096354166667,0.4428934435049693,0.31296105235815047,0.12993239493419725,0.6524861773501311,0.7266310544686988,0.6454458637125485,0.7756434782351267,0.057065625,0.9002174479166667,0.89699609375,0.8634049479166667
50,0.00025,0.28333558559417726,0.25442940622568133,0.028906179706876478,0.69357567754019,0.7747782584139861,0.7168767144292099,0.7929352248505422,0.0438653125,0.92101328125,0.9371544270833333,0.8751872395833333,0.4736513709028562,0.3040188108881315,0.16963255810551345,0.678286890985991,0.7354683440595927,0.7251180474253524,0.744591553661715,0.051122395833333334,0.90471484375,0.9139557291666667,0.8706315104166666
51,0.00025,0.2817434252301852,0.24980859418710072,0.03193483177262048,0.7052734549032474,0.7859100812467131,0.7319167605989442,0.7964564339569241,0.041557083333333335,0.9245526041666666,0.9401690104166667,0.8792565104166666,0.448181563615799,0.30829117000102996,0.13989039516697327,0.660564394630503,0.7334515270973906,0.651060676702399,0.7828661907647816,0.055870572916666666,0.9026015625,0.9024739583333333,0.8600026041666666
52,0.00025,0.2867372852563858,0.2543508001168569,0.03238648418957989,0.7005306586234561,0.7812700435234629,0.7266062387529062,0.7955442773692116,0.0424503125,0.9234682291666667,0.9379833333333333,0.8786604166666667,0.44762682616710664,0.3173332119981448,0.13029360972965756,0.6516772047735946,0.7231637998934156,0.6450939823727778,0.7775418045979141,0.05830494791666667,0.8851549479166667,0.9055494791666666,0.8643619791666667
53,0.00025,0.27462110469738643,0.24890114605426789,0.0257199581588308,0.7027319108193091,0.7872279254196348,0.7270548123535525,0.8033243515527632,0.041474375,0.9255356770833333,0.9399515625,0.87831953125,0.4792884583274523,0.3080131376783053,0.17127532071123522,0.6771542193516676,0.7292138520294728,0.742143569722018,0.7262454234024007,0.05090546875,0.9069388020833333,0.9176080729166667,0.8692330729166666
54,0.000125,0.28060629467169446,0.2511904187997182,0.029415874406695366,0.7016607674825732,0.7853932557179486,0.7271244493118413,0.797435154276483,0.04172369791666666,0.9262052083333333,0.9395986979166666,0.8775471354166666,0.4767025088270505,0.31265719830989835,0.16404531034640968,0.6703680854807125,0.7253298443778952,0.74040558332771,0.727159360288024,0.05128098958333333,0.9075625,0.9161940104166667,0.86919921875
55,0.000125,0.2803294014930725,0.25035804728666944,0.029971354082226752,0.7025814987642138,0.7875628412436945,0.727590532284775,0.7990813783864217,0.04138296875,0.9243841145833334,0.9409489583333334,0.8787466145833334,0.46474624971548717,0.3095150430997213,0.1552312091458589,0.6703183193870276,0.7297736422416183,0.7365943564660397,0.7308248565084743,0.050761458333333336,0.90715625,0.9175651041666667,0.8701848958333334
56,0.000125,0.2727890527248383,0.24632593790690105,0.02646311388661464,0.7114021777857781,0.7928255565558223,0.735219077329449,0.8052455627714673,0.0403690625,0.9274505208333333,0.9416744791666667,0.87983125,0.45243811209996543,0.2999005844195684,0.1525375303036223,0.6775185350652813,0.7434949676859868,0.7171348839010298,0.758285078475897,0.05022161458333333,0.9102018229166666,0.91206640625,0.8705638020833333
57,0.000125,0.26774528791507085,0.24365225503842036,0.024093032578627268,0.7088460567943211,0.7938066258519539,0.7385125516045394,0.7995508030699818,0.0400190625,0.9274427083333333,0.9417083333333334,0.88075390625,0.44360399345556895,0.31399447868267694,0.12960951545586188,0.6548127751216922,0.7276163179052454,0.6302562820642328,0.7895073073886602,0.05840572916666667,0.8934544270833333,0.8989114583333333,0.86227734375
58,6.25e-05,0.2732075939575831,0.2465829309821129,0.026624662072087326,0.7069071742386759,0.7929588958899079,0.7285526541986633,0.8065121210256386,0.040579010416666665,0.92650546875,0.9409513020833333,0.87968125,0.44087039728959404,0.3120270301898321,0.12884337098027268,0.6621506206677608,0.7311906349196641,0.6394749331851977,0.7889087110115074,0.05722734375,0.8982721354166666,0.9004270833333333,0.8629583333333334
59,6.25e-05,0.27114634921153385,0.24638433009386063,0.024762019782016673,0.7047404226710289,0.7924642804333416,0.72535696698325,0.8083640171874336,0.04071713541666667,0.9265520833333334,0.9416205729166667,0.8789729166666667,0.4343851149082184,0.3017313271760941,0.13265378562112648,0.6679721356126863,0.7385048812823912,0.6604564624975151,0.7815968436920743,0.054240625,0.9067578125,0.9051119791666666,0.8648151041666666
60,6.25e-05,0.2693835553526878,0.24384477059046428,0.02553878393334647,0.7040114368846111,0.7943897113727516,0.7158497880068886,0.8148338798760664,0.0407878125,0.9270221354166667,0.9418408854166667,0.8776515625,0.4369717339674632,0.30285701900720596,0.13411471393580238,0.6601108995899457,0.7289882405449464,0.7097081543081827,0.740285518428801,0.051866145833333335,0.9075442708333333,0.9164440104166667,0.8669231770833333
