dataset,setting,point_anomaly_threshold,collective_anomaly_threshold,tp,fp,fn,tn,start_precision,start_recall,start_f1,start_specificity,start_balanced_accuracy,mean_abs_start_error
ood_background,tuned,0.9200000000000003,0.9400000000000002,498,802,1071,3037,0.38307692307397634,0.31739961758879925,0.3471592839923895,0.7910914300578508,0.554245523823325,7.343373493975903
ood_params,tuned,0.9200000000000003,0.9400000000000002,553,474,1063,3273,0.5384615384562955,0.34220297029491215,0.4184638620631602,0.8734987990369002,0.6078508846659062,8.613019891500905
validation,tuned,0.9200000000000003,0.9400000000000002,773,483,814,3275,0.6154458598677115,0.4870825456806107,0.5437917643217762,0.8714741883957652,0.6792783670381879,6.567917205692108
