,precision,recall,f1-score,support
mean_shift,0.47470817120622566,0.5422222222222223,0.5062240663900415,225.0
variance_shift,0.5,0.4666666666666667,0.4827586206896552,225.0
trend_shift,0.5428571428571428,0.5066666666666667,0.5241379310344828,225.0
point_anomaly,0.6586345381526104,0.7288888888888889,0.6919831223628692,225.0
collective_anomaly,0.8181818181818182,0.6,0.6923076923076923,225.0
micro avg,0.5866177818515124,0.5688888888888889,0.5776173285198556,1125.0
macro avg,0.5988763340795595,0.5688888888888889,0.5794822865569482,1125.0
weighted avg,0.5988763340795594,0.5688888888888889,0.5794822865569482,1125.0
samples avg,0.5856481481481481,0.5416666666666666,0.535462962962963,1125.0
